ID,Faction,Instance_ID,Supercedes,Title_lang[0],Title_lang[1],Title_lang[2],Title_lang[3],Title_lang[4],Title_lang[5],Title_lang[6],Title_lang[7],Title_lang[8],Title_lang[9],Title_lang[10],Title_lang[11],Title_lang[12],Title_lang[13],Title_lang[14],Title_lang[15],Title_lang_mask,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Category,Points,Ui_order,Flags,IconID,Reward_lang[0],Reward_lang[1],Reward_lang[2],Reward_lang[3],Reward_lang[4],Reward_lang[5],Reward_lang[6],Reward_lang[7],Reward_lang[8],Reward_lang[9],Reward_lang[10],Reward_lang[11],Reward_lang[12],Reward_lang[13],Reward_lang[14],Reward_lang[15],Reward_lang_mask,Minimum_criteria,Shares_criteria
492,-1,-1,0,Heroic Ahn'kahet: The Old Kingdom  <NYI>,,,,,,,,,,,,,,,,16711748,Kill all of the Ahn'kahet: The Old Kingdom bosses in heroic mode.,,,,,,,,,,,,,,,,16711680,14806,10,16,0,1256,,,,,,,,,,,,,,,,,16711748,0,0
583,-1,529,0,Arathi Basin All-Star,,,,,,,,,,,,,,,,16711782,Assault and Defend 2 bases in a single Arathi Basin match.,,,,,,,,,,,,,,,,8323072,14802,25,16,0,2729,,,,,,,,,,,,,,,,,16711748,0,0
460,-1,-1,0,Server First Mage to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711750,First mage on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,16,0,2832,,,,,,,,,,,,,,,,,16711748,0,0
394,-1,-1,0,Alterac Valley towers captured,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16729468,153,0,16,1,1243604,,,,,,,,,,,,,,,,,16711748,0,0
368,-1,-1,0,Fastest loss,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,152,0,16,1,4,,,,,,,,,,,,,,,,,16711748,0,0
150,-1,-1,0,The Fishing Diplomat <PH> <NYI>,,,,,,,,,,,,,,,,16711750,Catch a fish in Orgrimmar and Stormwind.,,,,,,,,,,,,,,,,16711750,171,10,16,0,2737,,,,,,,,,,,,,,,,,16711748,0,0
35,-1,571,0,Might of Dragonblight,,,,,,,,,,,,,,,,16711750,Complete 125 quests in Dragonblight.,,,,,,,,,,,,,,,,16711750,96,5,17,0,2887,,,,,,,,,,,,,,,,,16711748,0,0
144,-1,-1,0,The Lurker Above <PH> <NYI>,,,,,,,,,,,,,,,,16711750,Fish up the Lurker Below in Serpentshrine Cavern.,,,,,,,,,,,,,,,,16711750,171,5,17,0,1734,,,,,,,,,,,,,,,,,16711748,0,0
761,-1,-1,0,Explore Arathi Highlands,,,,,,,,,,,,,,,,16711750,"Explore Arathi Highlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711750,14777,5,17,0,2866,,,,,,,,,,,,,,,,,16711748,0,0
970,1,-1,0,Tricks and Treats of Azeroth,,,,,,,,,,,,,,,,16711748,"Complete the Kalimdor, Eastern Kingdoms and Outland Tricks and Treats achievements.",,,,,,,,,,,,,,,,16711748,158,20,17,0,1743,,,,,,,,,,,,,,,,,16711748,0,0
709,1,-1,0,Hero of Stormpike Guard,,,,,,,,,,,,,,,,16711744,Gain exalted reputation with the Stormpike Guard.,,,,,,,,,,,,,,,,16711744,14801,10,17,0,2829,,,,,,,,,,,,,,,,,16711748,0,0
1161,-1,-1,404,"2200, 5v5 <PH>",,,,,,,,,,,,,,,,7274496,Earn a 2200 personal rating in the 5v5 bracket of the arena.,,,,,,,,,,,,,,,,7274496,165,50,17,0,1948,,,,,,,,,,,,,,,,,7274496,0,0
1084,-1,568,0,Zul'jin kills (Zul'Aman),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,17,1,2806,,,,,,,,,,,,,,,,,16711680,0,0
1054,-1,-1,0,Highest armor penetration,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,143,0,17,0,1,,,,,,,,,,,,,,,,,16711680,0,0
493,-1,600,0,Heroic Drak'Tharon Keep <NYI>,,,,,,,,,,,,,,,,16711748,Kill all of the Drak'Tharon Keep bosses in heroic mode.,,,,,,,,,,,,,,,,16711748,14806,10,17,0,2912,,,,,,,,,,,,,,,,,16711748,0,0
1033,0,530,0,Extinguishing Outland,,,,,,,,,,,,,,,,16711748,Desecrate the Alliance's bonfires in Outland.,,,,,,,,,,,,,,,,16711748,161,5,17,0,1920,,,,,,,,,,,,,,,,,16711684,0,0
897,-1,-1,0,You're So Offensive,,,,,,,,,,,,,,,,16711748,Earn exalted status with the Shattered Sun Offensive.,,,,,,,,,,,,,,,,16711748,201,5,17,0,2807,,,,,,,,,,,,,,,,,16711748,0,0
1006,0,-1,0,City Defender,,,,,,,,,,,,,,,,16711748,Kill 50 enemy players in any of your home cities.,,,,,,,,,,,,,,,,16711748,95,10,17,8,316,,,,,,,,,,,,,,,,,16711684,0,0
854,-1,-1,0,Explore Un'Goro Crater,,,,,,,,,,,,,,,,16711750,"Explore Un'Goro Crater, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,17,0,2871,,,,,,,,,,,,,,,,,16711748,0,0
644,-1,429,0,Dire Maul,,,,,,,,,,,,,,,,16711750,Defeat each wing of Dire Maul.,,,,,,,,,,,,,,,,16711748,14808,5,17,0,559,,,,,,,,,,,,,,,,,16711748,0,0
667,-1,543,0,Heroic Hellfire Ramparts,,,,,,,,,,,,,,,,16711750,Defeat the leaders of Hellfire Ramparts on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,17,0,2770,,,,,,,,,,,,,,,,,16711748,0,0
585,1,-1,0,Eye of the Storm towers captured,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,153,0,17,1,1,,,,,,,,,,,,,,,,,16711748,0,0
545,-1,-1,0,Shave and a Haircut,,,,,,,,,,,,,,,,16711748,Visit a Barber Shop and get your hair cut.,,,,,,,,,,,,,,,,16711748,92,5,17,0,2766,,,,,,,,,,,,,,,,,16711748,0,0
584,-1,529,0,Arathi Basin Assassin,,,,,,,,,,,,,,,,16711750,Get five honorable kills at each of the bases in a single Arathi Basin battle.,,,,,,,,,,,,,,,,16711748,14802,25,17,0,2285,,,,,,,,,,,,,,,,,16711748,0,0
459,-1,-1,0,Server First Warrior to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711750,First warrior on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,17,0,1462,,,,,,,,,,,,,,,,,16711748,0,0
369,-1,-1,0,Fastest win,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,152,0,17,1,4,,,,,,,,,,,,,,,,,16711748,0,0
334,-1,-1,0,Most gold ever owned,,,,,,,,,,,,,,,,16711790,,,,,,,,,,,,,,,,,16711775,140,0,17,1,4,,,,,,,,,,,,,,,,,16711748,0,0
37,-1,571,0,Fo' Grizzle My Shizzle,,,,,,,,,,,,,,,,16711684,Complete 80 quests in Grizzly Hills.,,,,,,,,,,,,,,,,16711750,96,5,18,0,960,,,,,,,,,,,,,,,,,16711748,0,0
1037,0,-1,0,Desecration of the Alliance,,,,,,,,,,,,,,,,16711748,"Complete the Extinguishing Eastern Kingdoms, Kalimdor and Outland achievements.",,,,,,,,,,,,,,,,16711748,161,10,18,0,1920,,,,,,,,,,,,,,,,,16711684,0,0
1169,1,-1,0,Master of Arathi Basin,,,,,,,,,,,,,,,,7274496,Complete the Arathi Basin achievements listed below.,,,,,,,,,,,,,,,,7274496,14802,50,18,0,1156,,,,,,,,,,,,,,,,,7274496,0,0
458,-1,-1,0,Server First Rogue to 80 <PH> <NYI>,,,,,,,,,,,,,,,,16711748,First rogue on the server to achieve level 80.,,,,,,,,,,,,,,,,16711748,81,0,18,0,1834,,,,,,,,,,,,,,,,,16711748,0,0
1166,-1,30,0,To the Looter Go the Spoils,,,,,,,,,,,,,,,,7274496,Loot the Autographed Picture of Foror & Tigule in Alterac Valley.,,,,,,,,,,,,,,,,7274496,14801,5,18,0,2990,,,,,,,,,,,,,,,,,7274496,0,0
1085,-1,565,0,Gruul kills (Gruul's Lair),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,18,1,2798,,,,,,,,,,,,,,,,,16711680,0,0
494,-1,-1,0,Heroic The Violet Hold <NYI> ,,,,,,,,,,,,,,,,16711748,Kill all of The Violet Hold bosses in heroic mode.,,,,,,,,,,,,,,,,16711684,14806,10,18,0,1955,,,,,,,,,,,,,,,,,16711748,0,0
1017,-1,-1,0,Can I Keep Him?,,,,,,,,,,,,,,,,16711748,Obtain a vanity pet.,,,,,,,,,,,,,,,,16711748,92,5,18,0,1522,,,,,,,,,,,,,,,,,16711684,1,0
898,-1,-1,0,On Wings of Nether,,,,,,,,,,,,,,,,16711748,Earn exalted status with Netherwing.,,,,,,,,,,,,,,,,16711748,201,5,18,0,1928,,,,,,,,,,,,,,,,,16711748,0,0
645,-1,289,0,Scholomance,,,,,,,,,,,,,,,,16712006,Defeat the leaders of Scholomance.,,,,,,,,,,,,,,,,16711748,14808,5,18,0,308,,,,,,,,,,,,,,,,,16711748,0,0
823,-1,-1,0,Highest hit chance,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,143,0,18,1,1,,,,,,,,,,,,,,,,,16711748,0,0
408,-1,-1,0,Hot Streak,,,,,,,,,,,,,,,,16711684,Win ten ranked matches in a row.,,,,,,,,,,,,,,,,16711748,165,30,18,0,11,,,,,,,,,,,,,,,,,16711748,0,0
855,-1,-1,0,Explore Moonglade,,,,,,,,,,,,,,,,16711750,"Explore Moonglade, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,18,0,1660,,,,,,,,,,,,,,,,,16711748,0,0
773,-1,-1,0,Explore The Hinterlands,,,,,,,,,,,,,,,,16711750,"Explore The Hinterlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,18,0,2054,,,,,,,,,,,,,,,,,16711748,0,0
668,-1,542,0,Heroic The Blood Furnace,,,,,,,,,,,,,,,,16711750,Kill Keli'dan the Breaker on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,18,0,541,,,,,,,,,,,,,,,,,16711748,0,0
283,-1,-1,0,Costume Man  <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Transform into all of the costumes.,,,,,,,,,,,,,,,,16711748,158,5,18,0,1,,,,,,,,,,,,,,,,,16711748,0,0
395,-1,-1,0,Warsong Gulch flags captured,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16729468,153,0,18,1,1243604,,,,,,,,,,,,,,,,,16711748,0,0
603,0,-1,0,Wrath of the Horde,,,,,,,,,,,,,,,,16711750,Kill Alliance players in their home cities.,,,,,,,,,,,,,,,,16711750,95,10,18,0,2815,,,,,,,,,,,,,,,,,16711748,0,0
596,1,-1,0,Highest 5 man personal rating,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,4294967295,152,0,18,1,1,,,,,,,,,,,,,,,,,16711748,0,0
560,-1,-1,0,Z'Gee Wiz <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Fish up the Hydra in Zul'Gurub.,,,,,,,,,,,,,,,,16711748,171,5,18,0,1751,,,,,,,,,,,,,,,,,16711748,0,0
36,-1,571,0,The Empire of Zul'Drak,,,,,,,,,,,,,,,,16711748,Complete 100 quests in Zul'Drak.,,,,,,,,,,,,,,,,16711748,96,5,19,0,2972,,,,,,,,,,,,,,,,,16711748,0,0
15,-1,-1,1017,Plenty of Pets,,,,,,,,,,,,,,,,16711748,Collect 10 unique vanity pets.,,,,,,,,,,,,,,,,16711748,92,5,19,0,1522,,,,,,,,,,,,,,,,,16711748,10,0
153,-1,-1,0,The Young Gnome and the Sea <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Catch a fish in a fishing node.,,,,,,,,,,,,,,,,16711750,171,5,19,0,1592,,,,,,,,,,,,,,,,,16711748,0,0
1162,-1,-1,0,Hotter Streak <NYI>,,,,,,,,,,,,,,,,7274496,Win ten ranked matches in a row with a rating above 1800.,,,,,,,,,,,,,,,,7274496,165,30,19,0,11,,,,,,,,,,,,,,,,,7274496,0,0
899,1,-1,0,"Oh My, Kurenai",,,,,,,,,,,,,,,,16711748,Earn exalted status with the Kurenai.,,,,,,,,,,,,,,,,16711748,201,5,19,0,2208,,,,,,,,,,,,,,,,,16711748,0,0
1039,0,-1,0,The Flame Keeper,,,,,,,,,,,,,,,,16711748,Complete the Midsummer achievements listed below.,,,,,,,,,,,,,,,,16711748,161,20,19,0,2975,,,,,,,,,,,,,,,,,16711684,0,0
495,-1,604,0,Heroic Gundrak <NYI>,,,,,,,,,,,,,,,,16711750,Kill all of the Gundrak bosses in heroic mode.,,,,,,,,,,,,,,,,16711748,14806,10,19,0,2914,,,,,,,,,,,,,,,,,16711748,0,0
646,-1,329,0,Stratholme,,,,,,,,,,,,,,,,16712038,Defeat the evil masterminds inhabiting Stratholme.,,,,,,,,,,,,,,,,16711748,14808,5,19,0,2718,,,,,,,,,,,,,,,,,16711748,0,0
856,-1,-1,0,Explore Silithus,,,,,,,,,,,,,,,,16711750,"Explore Silithus, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,19,0,1825,,,,,,,,,,,,,,,,,16711748,0,0
821,-1,-1,0,Highest critical chance,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16715844,143,0,19,1,1,,,,,,,,,,,,,,,,,16711748,0,0
669,-1,547,0,Heroic The Slave Pens,,,,,,,,,,,,,,,,16712006,Kill Quagmirran on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,19,0,2051,,,,,,,,,,,,,,,,,16711748,0,0
595,1,-1,0,Highest 3 man personal rating,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,4294967295,152,0,19,1,1,,,,,,,,,,,,,,,,,16711748,0,0
586,1,-1,0,Warsong Gulch flags returned,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16715844,153,0,19,1,1,,,,,,,,,,,,,,,,,16711748,0,0
1170,0,-1,0,Master of Arathi Basin,,,,,,,,,,,,,,,,7274496,Complete the Arathi Basin achievements listed below.,,,,,,,,,,,,,,,,7274496,14802,50,19,0,1156,,,,,,,,,,,,,,,,,7274496,0,0
774,-1,-1,0,Explore Searing Gorge,,,,,,,,,,,,,,,,16711750,"Explore Searing Gorge, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,19,0,2128,,,,,,,,,,,,,,,,,16711748,0,0
1167,1,-1,0,Master of Alterac Valley,,,,,,,,,,,,,,,,7274496,Complete the Alterac Valley achievements listed below.,,,,,,,,,,,,,,,,7274496,14801,50,19,0,2839,,,,,,,,,,,,,,,,,7274496,0,0
1086,-1,544,0,Magtheridon kills (Magtheridon's Lair),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,19,1,2675,,,,,,,,,,,,,,,,,16711680,0,0
285,-1,-1,0,Tricked  <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Be tricked X times.,,,,,,,,,,,,,,,,16711744,158,5,19,0,1,,,,,,,,,,,,,,,,,16711748,0,0
604,1,-1,0,Wrath of the Alliance,,,,,,,,,,,,,,,,16711750,Kill Horde players in their home cities.,,,,,,,,,,,,,,,,16711750,95,10,19,0,2503,,,,,,,,,,,,,,,,,16711748,0,0
454,-1,-1,0,Scout,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Scout"".",,,,,,,,,,,,,,,,16711780,81,0,19,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
39,-1,571,0,Into the Basin,,,,,,,,,,,,,,,,16711684,Complete 100 quests in Sholozar Basin.,,,,,,,,,,,,,,,,8323072,96,5,20,0,2864,,,,,,,,,,,,,,,,,16711748,0,0
152,-1,-1,0,The Old Gnome and the Sea <PH> <NYI>,,,,,,,,,,,,,,,,16711750,Catch a fish in X unique node types.,,,,,,,,,,,,,,,,16711750,171,5,20,0,2699,,,,,,,,,,,,,,,,,16711748,0,0
291,-1,-1,0,Pumpkin Head <PH> <nyi>,,,,,,,,,,,,,,,,16711750,"While on a broom mount, put X pumpkin heads on Y unique people.",,,,,,,,,,,,,,,,16711748,158,5,20,0,1,,,,,,,,,,,,,,,,,16711748,0,0
370,-1,-1,0,Highest 2 man personal rating,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,152,0,20,1,4,,,,,,,,,,,,,,,,,16711748,0,0
496,-1,599,0,Heroic Halls of Stone <NYI>,,,,,,,,,,,,,,,,16711750,Kill all of the Halls of Stone bosses in heroic mode.,,,,,,,,,,,,,,,,16711744,14806,10,20,0,2325,,,,,,,,,,,,,,,,,16711748,0,0
1163,-1,-1,0,Hot Hot Hot Streak <NYI>,,,,,,,,,,,,,,,,7274496,Win ten ranked matches in a row with a rating above 2000.,,,,,,,,,,,,,,,,7274496,165,30,20,0,11,,,,,,,,,,,,,,,,,7274496,0,0
1145,-1,-1,0,King of the Fire Festival,,,,,,,,,,,,,,,,8323072,Complete the A Thief's Reward quest by stealing the flames from your enemy's capital cities.,,,,,,,,,,,,,,,,8323072,161,5,20,0,1599,,,,,,,,,,,,,,,,,8323072,1,0
1087,-1,548,0,Lady Vashj kills (Serpentshrine Cavern),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,20,1,2379,,,,,,,,,,,,,,,,,16711680,0,0
1049,-1,-1,0,Highest expertise,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,143,0,20,1,1,,,,,,,,,,,,,,,,,16711680,0,0
1016,-1,-1,15,Plethora of Pets,,,,,,,,,,,,,,,,16711748,Collect 25 unique vanity pets.,,,,,,,,,,,,,,,,16711748,92,5,20,0,1522,,,,,,,,,,,,,,,,,16711684,25,0
766,-1,-1,0,Explore Blasted Lands,,,,,,,,,,,,,,,,16711750,"Explore Blasted Lands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,20,0,117,,,,,,,,,,,,,,,,,16711748,0,0
901,0,-1,0,Mag'har of Draenor,,,,,,,,,,,,,,,,16711748,Earn exalted status with the Mag'har.,,,,,,,,,,,,,,,,16711748,201,5,20,0,2208,,,,,,,,,,,,,,,,,16711748,0,0
857,-1,-1,0,Explore Winterspring,,,,,,,,,,,,,,,,16711750,"Explore Winterspring, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14778,5,20,0,2872,,,,,,,,,,,,,,,,,16711748,0,0
610,1,1,0,Kill Thrall <PH>,,,,,,,,,,,,,,,,16711750,Kill Thrall.,,,,,,,,,,,,,,,,16711748,95,10,20,0,2785,,,,,,,,,,,,,,,,,16711748,0,0
315,-1,-1,0,Total Honor gained,,,,,,,,,,,,,,,,16711788,,,,,,,,,,,,,,,,,16711775,153,0,20,1,4,,,,,,,,,,,,,,,,,16711748,0,0
1168,0,-1,0,Master of Alterac Valley,,,,,,,,,,,,,,,,7274496,Complete the Alterac Valley achievements listed below.,,,,,,,,,,,,,,,,7274496,14801,50,20,0,2839,,,,,,,,,,,,,,,,,7274496,0,0
670,-1,546,0,Heroic Underbog,,,,,,,,,,,,,,,,16711750,Kill The Black Stalker on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,20,0,2603,,,,,,,,,,,,,,,,,16711748,0,0
688,-1,309,0,Zul'Gurub,,,,,,,,,,,,,,,,16711750,Defeat Hakkar.,,,,,,,,,,,,,,,,16711748,14808,5,20,0,2804,,,,,,,,,,,,,,,,,16711748,0,0
468,-1,-1,0,Grunt,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Grunt"".",,,,,,,,,,,,,,,,16711780,81,0,20,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
38,-1,571,0,The Summit of Storm Peaks,,,,,,,,,,,,,,,,16711748,Complete 100 quests in Storm Peaks.,,,,,,,,,,,,,,,,16711748,96,5,21,0,56,,,,,,,,,,,,,,,,,16711748,0,0
272,-1,-1,0,Torch Juggler  <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Juggle Torches X Times.,,,,,,,,,,,,,,,,16711748,161,5,21,0,1,,,,,,,,,,,,,,,,,16711748,0,0
497,-1,602,0,Heroic Halls of Lightning <NYI>,,,,,,,,,,,,,,,,16711750,Kill all of the Halls of Lightning bosses in heroic mode.,,,,,,,,,,,,,,,,16711744,14806,10,21,0,320,,,,,,,,,,,,,,,,,16711748,0,0
611,1,1,0,Kill Cairne Bloodhoof <PH>,,,,,,,,,,,,,,,,16711748,Kill Carine Bloodhoof.,,,,,,,,,,,,,,,,16711748,95,10,21,0,2361,,,,,,,,,,,,,,,,,16711748,0,0
671,-1,557,0,Heroic Mana-Tombs,,,,,,,,,,,,,,,,16711750,Kill Nexus-Prince Shaffar on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,21,0,1677,,,,,,,,,,,,,,,,,16711748,0,0
1018,-1,-1,1016,Pandemic of Pets,,,,,,,,,,,,,,,,16711748,Collect 50 unique vanity pets.,,,,,,,,,,,,,,,,16711748,92,20,21,0,1522,,,,,,,,,,,,,,,,,16711684,50,0
292,-1,-1,0,Squashtastic <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Some achievement involving the permanent pumpkin head or ambient pet. (Obtain a Squashling Pet).,,,,,,,,,,,,,,,,16711684,158,5,21,0,1,,,,,,,,,,,,,,,,,16711748,0,0
409,-1,-1,0,Last Man Standing <PH> <NYI>,,,,,,,,,,,,,,,,16711750,Be the sole survivor at the end of a ranked 5v5 match.,,,,,,,,,,,,,,,,16711750,165,10,21,0,2176,,,,,,,,,,,,,,,,,16711748,0,0
453,-1,-1,0,Sergeant,,,,,,,,,,,,,,,,16712034,"Earned the title, ""Sergeant"".",,,,,,,,,,,,,,,,16711776,81,0,21,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
1088,-1,550,0,Kael'thas Sunstrider kills (Tempest Keep),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,21,1,2800,,,,,,,,,,,,,,,,,16711680,0,0
1056,-1,-1,0,Highest haste,,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,143,0,21,1,1,,,,,,,,,,,,,,,,,16711680,0,0
371,-1,-1,0,Most healing done in one Arena,,,,,,,,,,,,,,,,16711782,,,,,,,,,,,,,,,,,16711775,152,0,21,1,4,,,,,,,,,,,,,,,,,16711748,0,0
902,-1,-1,0,Chief Exalted Officer,,,,,,,,,,,,,,,,16711744,Earn exalted status with The Consortium.,,,,,,,,,,,,,,,,16711748,201,5,21,0,2558,,,,,,,,,,,,,,,,,16711748,0,0
775,-1,-1,0,Explore Burning Steppes,,,,,,,,,,,,,,,,16711750,"Explore Burning Steppes, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,21,0,1137,,,,,,,,,,,,,,,,,16711748,0,0
689,-1,509,0,Ruins of Ahn'Qiraj,,,,,,,,,,,,,,,,16712006,Defeat Ossirian the Unscarred.,,,,,,,,,,,,,,,,16711748,14808,5,21,0,1825,,,,,,,,,,,,,,,,,16711748,0,0
40,-1,571,0,Icecrown: The Final Goal,,,,,,,,,,,,,,,,16711684,Complete 100 quests in Icecrown.,,,,,,,,,,,,,,,,16711748,96,5,22,0,35,,,,,,,,,,,,,,,,,16711748,0,0
262,-1,-1,0,Drown the flame  <PH> <nyi>,,,,,,,,,,,,,,,,16711748,Kill the Midsummer Boss on Heroic.,,,,,,,,,,,,,,,,16711748,161,10,22,0,1309140,,,,,,,,,,,,,,,,,16711748,0,0
684,-1,249,0,Onyxia's Lair,,,,,,,,,,,,,,,,16712006,Defeat Onyxia.,,,,,,,,,,,,,,,,16711748,14808,5,22,0,1548,,,,,,,,,,,,,,,,,16711748,0,0
1154,-1,-1,0,Death Touch,,,,,,,,,,,,,,,,8323072,Kill someone within 15 seconds of the start of an arena match.,,,,,,,,,,,,,,,,8323072,165,5,22,0,2767,,,,,,,,,,,,,,,,,8323072,1,0
900,-1,-1,0,The Czar of Sporeggar,,,,,,,,,,,,,,,,16711744,Earn exalted status with Sporeggar.,,,,,,,,,,,,,,,,16711744,201,5,22,0,2920,,,,,,,,,,,,,,,,,16711748,0,0
777,-1,-1,0,Explore Deadwind Pass,,,,,,,,,,,,,,,,16711750,"Explore Deadwind Pass, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711748,14777,5,22,0,1961,,,,,,,,,,,,,,,,,16711748,0,0
1089,-1,564,0,Illidan Stormrage kills (The Black Temple),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,22,1,2596,,,,,,,,,,,,,,,,,16711680,0,0
450,-1,-1,0,Senior Sergeant,,,,,,,,,,,,,,,,16711776,"Earned the title, ""Senior Sergeant"".",,,,,,,,,,,,,,,,16711776,81,0,22,0,1703,,,,,,,,,,,,,,,,,16711748,0,0
1019,-1,-1,1018,Shop Smart. Shop Pet... Smart,,,,,,,,,,,,,,,,16711748,Collect 75 unique vanity pets.,,,,,,,,,,,,,,,,16711748,92,50,22,0,1522,,,,,,,,,,,,,,,,,16711684,75,0
498,-1,578,0,Heroic The Oculus <NYI>,,,,,,,,,,,,,,,,16711750,Kill all of the The Oculus bosses in heroic mode.,,,,,,,,,,,,,,,,16711748,14806,10,22,0,180,,,,,,,,,,,,,,,,,16711748,0,0
672,-1,558,0,Heroic Auchenai Crypts,,,,,,,,,,,,,,,,16711750,Kill Exarch Maladaar on Heroic Difficulty.,,,,,,,,,,,,,,,,16711748,14805,5,22,0,2796,,,,,,,,,,,,,,,,,16711748,0,0
372,-1,-1,0,Most damage received in one Arena,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711775,152,0,22,1,4,,,,,,,,,,,,,,,,,16711748,0,0
612,1,0,0,Kill Lady Sylvanas Windrunner <PH>,,,,,,,,,,,,,,,,16711748,Kill Lady Sylvanas Windrunner.,,,,,,,,,,,,,,,,16711748,95,10,22,0,2786,,,,,,,,,,,,,,,,,16711748,0,0
41,-1,-1,0,Northrend Quest Dude. <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Complete every Northrend Zone Quest Achievement. <PH>,,,,,,,,,,,,,,,,16711748,96,50,23,0,2970,,,,,,,,,,,,,,,,,16711748,0,0
770,-1,-1,0,Explore Western Plaguelands,,,,,,,,,,,,,,,,16711750,"Explore Western Plaguelands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16711750,14777,5,23,0,1591,,,,,,,,,,,,,,,,,16711748,0,0
903,-1,-1,0,The Scryers,,,,,,,,,,,,,,,,16711744,Earn exalted status with The Scryers.,,,,,,,,,,,,,,,,16711744,201,5,23,0,2922,,,,,,,,,,,,,,,,,16711748,0,0
373,-1,-1,0,Most damage dealt in one Arena,,,,,,,,,,,,,,,,16711780,,,,,,,,,,,,,,,,,16711775,152,0,23,1,4,,,,,,,,,,,,,,,,,16711748,0,0
1090,-1,580,0,Kil'jaeden kills (Sunwell Plateau),,,,,,,,,,,,,,,,16711680,,,,,,,,,,,,,,,,,16711680,14822,5,23,1,2807,,,,,,,,,,,,,,,,,16711680,0,0
1155,-1,-1,0,Steamroller,,,,,,,,,,,,,,,,8323072,Win a ranked arena match in 45 seconds or less.,,,,,,,,,,,,,,,,8323072,165,0,23,0,50,,,,,,,,,,,,,,,,,8323072,0,0
